emissions,rows,age,month,veh,size,fuel,pollutant,type_emi,subtype_emi,baseyear
1102.97259317132,1,1,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
535.156043750697,1,2,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
355.411806435699,1,3,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
265.0464773023,1,4,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
649.969739963487,1,5,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1022.12906428186,1,6,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1354.31330541706,1,7,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1116.90405310006,1,8,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
983.62848449028,1,9,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
662.394353039642,1,10,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
875.056097679499,1,11,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
692.843756526799,1,12,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
747.109393135863,1,13,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
567.382845545634,1,14,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
426.974141169111,1,15,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
318.592686301955,1,16,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
235.855551994553,1,17,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
173.335778606141,1,18,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
126.533312420046,1,19,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
91.7964160248377,1,20,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
66.2168225917267,1,21,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
47.5160390801161,1,22,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
33.9345179860992,1,23,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
24.1306647244234,1,24,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
17.0930730813329,1,25,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
12.0669297981571,1,26,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
8.49400612102945,1,27,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
5.9648256321909,1,28,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
4.18124765068624,1,29,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.92765857545971,1,30,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.04908985598154,1,31,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.43479158579817,1,32,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.00602805585743,1,33,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.707092583453995,1,34,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.498746249152058,1,35,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.353461822001792,1,36,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.251999244473344,1,37,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.180954983955251,1,38,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.131018221400465,1,39,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.0957365248685963,1,40,1,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1046.55811588937,1,1,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
507.784059478933,1,2,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
337.233320946541,1,3,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
251.489967770689,1,4,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
616.725302743431,1,5,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
969.849545068826,1,6,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1285.04333654012,1,7,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1059.77701411483,1,8,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
933.318180194678,1,9,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
628.514425820594,1,10,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
830.299017903804,1,11,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
657.40641329224,1,12,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
708.896489073568,1,13,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
538.362535477756,1,14,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
405.135409059088,1,15,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
302.297412987955,1,16,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
223.792090252895,1,17,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
164.470057549365,1,18,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
120.061428419369,1,19,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
87.1012433084351,1,20,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
62.8299864573462,1,21,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
45.0857044337164,1,22,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
32.1988464872305,1,23,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
22.8964374686217,1,24,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
16.218802234536,1,25,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
11.449734465131,1,26,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
8.05955750615517,1,27,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
5.65973870419162,1,28,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
3.96738657919612,1,29,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.77791566324491,1,30,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.94428368596006,1,31,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.36140534046217,1,32,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.95457206569634,1,33,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.670926445933925,1,34,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.473236541008406,1,35,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.335383073671315,1,36,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.23911007048985,1,37,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.171699558304059,1,38,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.124316944759069,1,39,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.0908398247686206,1,40,2,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1135.93942264195,1,1,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
551.151362350392,1,2,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
366.034736223035,1,3,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
272.968471079038,1,4,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
669.39673362689,1,5,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1052.67955553412,1,6,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1394.79247603826,1,7,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1150.28728100759,1,8,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1013.02822906363,1,9,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
682.19270688285,1,10,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
901.210714147793,1,11,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
713.552214844459,1,12,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
769.439801082446,1,13,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
584.341393409352,1,14,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
439.736002875773,1,15,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
328.115126682553,1,16,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
242.905056044286,1,17,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
178.516624521847,1,18,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
130.315275959966,1,19,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
94.5401258974508,1,20,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
68.1959821030178,1,21,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
48.9362494889442,1,22,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
34.9487893057511,1,23,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
24.8519079483332,1,24,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
17.6039692077553,1,25,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
12.4275991559932,1,26,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
8.74788409864025,1,27,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
6.14310874698081,1,28,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
4.30622127118057,1,29,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
3.01516357930382,1,30,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.11033525434445,1,31,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.47767617769805,1,32,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.03609730287722,1,33,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.728226926014268,1,34,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.513653312706228,1,35,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.36402646856006,1,36,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.259531268542405,1,37,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.18636356086355,1,38,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.134934234716839,1,39,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.0985980009460564,1,40,3,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1126.35678855826,1,1,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
546.5019226665,1,2,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
362.946915808293,1,3,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
270.66574531515,1,4,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
663.749791697327,1,5,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1043.79929063003,1,6,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1383.02619197932,1,7,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1140.58361029655,1,8,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1004.4824574828,1,9,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
676.437819822576,1,10,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
893.60822027018,1,11,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
707.532783140474,1,12,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
762.948909124451,1,13,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
579.411967032046,1,14,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
436.026448365216,1,15,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
325.34719105707,1,16,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
240.855941256337,1,17,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
177.010681989569,1,18,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
129.215953601619,1,19,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
93.7425979530524,1,20,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
67.6206898564024,1,21,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
48.5234297884096,1,22,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
34.6539659613813,1,23,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
24.6422605539357,1,24,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
17.4554644618367,1,25,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
12.3227615802591,1,26,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
8.67408811035701,1,27,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
6.0912862975744,1,28,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
4.26989456052806,1,29,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.98972805985004,1,30,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.09253274645257,1,31,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.46521069774127,1,32,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.02735692365394,1,33,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.722083700396082,1,34,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.509320201588305,1,35,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.360955589624567,1,36,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.257341897234266,1,37,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.184791422618595,1,38,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.13379594743595,1,39,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.0977662413067515,1,40,4,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1172.32157414747,1,1,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
568.803775822293,1,2,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
377.758188164318,1,3,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
281.711173438933,1,4,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
690.836339379347,1,5,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1086.3950392235,1,6,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1439.4652377811,1,7,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1187.12896930393,1,8,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1045.47375016673,1,9,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
704.042145262276,1,10,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
930.074915959074,1,11,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
736.406043376262,1,12,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
794.083611183037,1,13,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
603.056825484526,1,14,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
453.819977390762,1,15,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
338.624079899842,1,16,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
250.684879839737,1,17,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
184.234199552832,1,18,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
134.489046161931,1,19,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
97.5680806591166,1,20,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
70.3801800483357,1,21,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
50.5035919083825,1,22,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
36.068137857366,1,23,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
25.6478710623475,1,24,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
18.167793529765,1,25,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
12.8256334052947,1,26,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
9.02806351515287,1,27,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
6.33986176804223,1,28,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
4.44414200144278,1,29,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
3.1117339913959,1,30,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.17792559888275,1,31,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.52500355933613,1,32,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.06928168603743,1,33,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.75155075986012,1,34,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.530104729279771,1,35,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.37568559920311,1,36,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.267843600823796,1,37,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.192332459531296,1,38,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.139255942083357,1,39,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.101755922343148,1,40,5,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1080.58236024218,1,1,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
524.29242977951,1,2,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
348.196982439956,1,3,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
259.666060417432,1,4,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
636.775419483747,1,5,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1001.37994687441,1,6,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1326.82088125797,1,7,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1094.23101293276,1,8,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
963.660924988056,1,9,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
648.947814161592,1,10,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
857.292546731446,1,11,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
678.779097814356,1,12,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
731.943147447237,1,13,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
555.865030732815,1,14,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
418.306608961437,1,15,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
312.125286749162,1,16,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
231.067707963357,1,17,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
169.81707969923,1,18,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
123.964698878857,1,19,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
89.9329579937126,1,20,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
64.8726277397104,1,21,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
46.5514682562711,1,22,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
33.2456506772007,1,23,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
23.6408146526631,1,24,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
16.7460854135202,1,25,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
11.8219723344875,1,26,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
8.32157864936896,1,27,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
5.8437402705842,1,28,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
4.09636874307523,1,29,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.86822740024524,1,30,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.00749353758505,1,31,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.40566546062545,1,32,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.985605787304839,1,33,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.692738674985174,1,34,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.488621750356545,1,35,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.346286582494324,1,36,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.246883685105272,1,37,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.17728161594454,1,38,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.128358564657152,1,39,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.0937930830234363,1,40,6,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1146.36670828573,1,1,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
556.210622178543,1,2,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
369.394729435759,1,3,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
275.474168269357,1,4,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
675.541419524229,1,5,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1062.34256237949,1,6,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1407.59588726913,1,7,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1160.84627192947,1,8,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1022.3272590111,1,9,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
688.45485262494,1,10,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
909.483322135811,1,11,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
720.10222324951,1,12,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
776.502826127319,1,13,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
589.705319073971,1,14,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
443.772532305463,1,15,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
331.127039185779,1,16,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
245.13478797647,1,17,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
180.155306830911,1,18,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
131.51149697237,1,19,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
95.4079511334469,1,20,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
68.8219829010994,1,21,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
49.3854567631927,1,22,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
35.2695995547235,1,23,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
25.0800344996307,1,24,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
17.7655637538506,1,25,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
12.5416775334867,1,26,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
8.82818475944753,1,27,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
6.19949903361826,1,28,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
4.34574996289151,1,29,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
3.0428410868165,1,30,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
2.1297069462345,1,31,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.49124041473987,1,32,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
1.04560809396035,1,33,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.734911640022503,1,34,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
0.518368361507866,1,35,7,PC_MINI_G,<1400cc,G,NMHC,Evaporative,Running Losses,2019
